sample_id,image_path,class_name,context_name,split,class_id,context_id,group_id
sample_00007887,data/processed/nico/autumn/tiger/autumn_000114.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007889,data/processed/nico/autumn/tiger/autumn_000116.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007891,data/processed/nico/autumn/tiger/autumn_000118.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007894,data/processed/nico/autumn/tiger/autumn_000121.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007895,data/processed/nico/autumn/tiger/autumn_000122.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007896,data/processed/nico/autumn/tiger/autumn_000123.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007898,data/processed/nico/autumn/tiger/autumn_000125.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007900,data/processed/nico/autumn/tiger/autumn_000127.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007901,data/processed/nico/autumn/tiger/autumn_000128.jpg,tiger,autumn,train,53,0,tiger__autumn
sample_00007904,data/processed/nico/autumn/tortoise/autumn_0000003.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007905,data/processed/nico/autumn/tortoise/autumn_0000004.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007907,data/processed/nico/autumn/tortoise/autumn_0000006.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007909,data/processed/nico/autumn/tortoise/autumn_0000008.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007910,data/processed/nico/autumn/tortoise/autumn_0000009.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007911,data/processed/nico/autumn/tortoise/autumn_000001.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007915,data/processed/nico/autumn/tortoise/autumn_0000013.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007916,data/processed/nico/autumn/tortoise/autumn_0000014.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007920,data/processed/nico/autumn/tortoise/autumn_0000018.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007921,data/processed/nico/autumn/tortoise/autumn_0000019.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007923,data/processed/nico/autumn/tortoise/autumn_0000020.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007924,data/processed/nico/autumn/tortoise/autumn_0000021.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007925,data/processed/nico/autumn/tortoise/autumn_0000022.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007927,data/processed/nico/autumn/tortoise/autumn_0000024.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007928,data/processed/nico/autumn/tortoise/autumn_0000025.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007930,data/processed/nico/autumn/tortoise/autumn_0000027.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007932,data/processed/nico/autumn/tortoise/autumn_0000029.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007933,data/processed/nico/autumn/tortoise/autumn_000003.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007934,data/processed/nico/autumn/tortoise/autumn_0000030.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007935,data/processed/nico/autumn/tortoise/autumn_0000031.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007938,data/processed/nico/autumn/tortoise/autumn_0000034.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007940,data/processed/nico/autumn/tortoise/autumn_0000036.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007941,data/processed/nico/autumn/tortoise/autumn_0000037.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007942,data/processed/nico/autumn/tortoise/autumn_0000038.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007943,data/processed/nico/autumn/tortoise/autumn_0000039.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007944,data/processed/nico/autumn/tortoise/autumn_000004.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007945,data/processed/nico/autumn/tortoise/autumn_0000040.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007946,data/processed/nico/autumn/tortoise/autumn_0000041.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007947,data/processed/nico/autumn/tortoise/autumn_0000042.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007948,data/processed/nico/autumn/tortoise/autumn_0000043.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007949,data/processed/nico/autumn/tortoise/autumn_0000044.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007950,data/processed/nico/autumn/tortoise/autumn_0000045.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007951,data/processed/nico/autumn/tortoise/autumn_0000046.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007952,data/processed/nico/autumn/tortoise/autumn_0000047.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007954,data/processed/nico/autumn/tortoise/autumn_0000049.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007955,data/processed/nico/autumn/tortoise/autumn_000005.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007957,data/processed/nico/autumn/tortoise/autumn_0000051.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007959,data/processed/nico/autumn/tortoise/autumn_0000053.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007960,data/processed/nico/autumn/tortoise/autumn_0000054.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007961,data/processed/nico/autumn/tortoise/autumn_0000055.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007964,data/processed/nico/autumn/tortoise/autumn_0000058.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007965,data/processed/nico/autumn/tortoise/autumn_0000059.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007966,data/processed/nico/autumn/tortoise/autumn_000006.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007967,data/processed/nico/autumn/tortoise/autumn_0000060.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007969,data/processed/nico/autumn/tortoise/autumn_0000062.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007970,data/processed/nico/autumn/tortoise/autumn_0000063.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007971,data/processed/nico/autumn/tortoise/autumn_0000064.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007973,data/processed/nico/autumn/tortoise/autumn_0000066.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007974,data/processed/nico/autumn/tortoise/autumn_0000067.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007975,data/processed/nico/autumn/tortoise/autumn_0000068.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007978,data/processed/nico/autumn/tortoise/autumn_0000070.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007979,data/processed/nico/autumn/tortoise/autumn_0000071.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007980,data/processed/nico/autumn/tortoise/autumn_0000072.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007981,data/processed/nico/autumn/tortoise/autumn_0000073.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007982,data/processed/nico/autumn/tortoise/autumn_0000074.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007984,data/processed/nico/autumn/tortoise/autumn_0000076.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007985,data/processed/nico/autumn/tortoise/autumn_0000077.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007986,data/processed/nico/autumn/tortoise/autumn_0000078.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007987,data/processed/nico/autumn/tortoise/autumn_0000079.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007988,data/processed/nico/autumn/tortoise/autumn_000008.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007989,data/processed/nico/autumn/tortoise/autumn_0000080.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007990,data/processed/nico/autumn/tortoise/autumn_0000081.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007991,data/processed/nico/autumn/tortoise/autumn_0000082.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007992,data/processed/nico/autumn/tortoise/autumn_0000083.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007993,data/processed/nico/autumn/tortoise/autumn_0000084.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00007997,data/processed/nico/autumn/tortoise/autumn_0000088.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008000,data/processed/nico/autumn/tortoise/autumn_0000090.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008001,data/processed/nico/autumn/tortoise/autumn_0000091.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008002,data/processed/nico/autumn/tortoise/autumn_0000092.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008004,data/processed/nico/autumn/tortoise/autumn_0000094.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008006,data/processed/nico/autumn/tortoise/autumn_0000096.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008007,data/processed/nico/autumn/tortoise/autumn_0000097.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008008,data/processed/nico/autumn/tortoise/autumn_0000098.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008012,data/processed/nico/autumn/tortoise/autumn_0000101.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008013,data/processed/nico/autumn/tortoise/autumn_0000102.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008015,data/processed/nico/autumn/tortoise/autumn_000011.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008016,data/processed/nico/autumn/tortoise/autumn_000012.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008017,data/processed/nico/autumn/tortoise/autumn_000013.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008019,data/processed/nico/autumn/tortoise/autumn_000015.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008022,data/processed/nico/autumn/tortoise/autumn_000018.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008024,data/processed/nico/autumn/tortoise/autumn_000020.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008025,data/processed/nico/autumn/tortoise/autumn_000021.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008027,data/processed/nico/autumn/tortoise/autumn_000023.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008028,data/processed/nico/autumn/tortoise/autumn_000024.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008029,data/processed/nico/autumn/tortoise/autumn_000025.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008030,data/processed/nico/autumn/tortoise/autumn_000026.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008034,data/processed/nico/autumn/tortoise/autumn_000030.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008035,data/processed/nico/autumn/tortoise/autumn_000031.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008036,data/processed/nico/autumn/tortoise/autumn_000032.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008037,data/processed/nico/autumn/tortoise/autumn_000033.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008038,data/processed/nico/autumn/tortoise/autumn_000034.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008039,data/processed/nico/autumn/tortoise/autumn_000035.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008041,data/processed/nico/autumn/tortoise/autumn_000037.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008042,data/processed/nico/autumn/tortoise/autumn_000038.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008044,data/processed/nico/autumn/tortoise/autumn_000040.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008045,data/processed/nico/autumn/tortoise/autumn_000041.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008047,data/processed/nico/autumn/tortoise/autumn_000043.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008048,data/processed/nico/autumn/tortoise/autumn_000044.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008049,data/processed/nico/autumn/tortoise/autumn_000045.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008050,data/processed/nico/autumn/tortoise/autumn_000046.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008057,data/processed/nico/autumn/tortoise/autumn_000053.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008058,data/processed/nico/autumn/tortoise/autumn_000054.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008059,data/processed/nico/autumn/tortoise/autumn_000055.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008061,data/processed/nico/autumn/tortoise/autumn_000057.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008064,data/processed/nico/autumn/tortoise/autumn_000060.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008067,data/processed/nico/autumn/tortoise/autumn_000063.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008069,data/processed/nico/autumn/tortoise/autumn_000065.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008071,data/processed/nico/autumn/tortoise/autumn_000067.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008072,data/processed/nico/autumn/tortoise/autumn_000068.jpg,tortoise,autumn,train,54,0,tortoise__autumn
sample_00008073,data/processed/nico/autumn/train/autumn_000001.jpg,train,autumn,train,55,0,train__autumn
sample_00008074,data/processed/nico/autumn/train/autumn_000002.jpg,train,autumn,train,55,0,train__autumn
sample_00008076,data/processed/nico/autumn/train/autumn_000004.jpg,train,autumn,train,55,0,train__autumn
sample_00008080,data/processed/nico/autumn/train/autumn_000008.jpg,train,autumn,train,55,0,train__autumn
sample_00008081,data/processed/nico/autumn/train/autumn_000009.jpg,train,autumn,train,55,0,train__autumn
sample_00008082,data/processed/nico/autumn/train/autumn_000010.jpg,train,autumn,train,55,0,train__autumn
sample_00008083,data/processed/nico/autumn/train/autumn_000011.jpg,train,autumn,train,55,0,train__autumn
sample_00008084,data/processed/nico/autumn/train/autumn_000012.jpg,train,autumn,train,55,0,train__autumn
sample_00008085,data/processed/nico/autumn/train/autumn_000013.jpg,train,autumn,train,55,0,train__autumn
sample_00008086,data/processed/nico/autumn/train/autumn_000014.jpg,train,autumn,train,55,0,train__autumn
sample_00008088,data/processed/nico/autumn/train/autumn_000016.jpg,train,autumn,train,55,0,train__autumn
sample_00008089,data/processed/nico/autumn/train/autumn_000017.jpg,train,autumn,train,55,0,train__autumn
sample_00008090,data/processed/nico/autumn/train/autumn_000018.jpg,train,autumn,train,55,0,train__autumn
sample_00008091,data/processed/nico/autumn/train/autumn_000019.jpg,train,autumn,train,55,0,train__autumn
sample_00008092,data/processed/nico/autumn/train/autumn_000020.jpg,train,autumn,train,55,0,train__autumn
sample_00008094,data/processed/nico/autumn/train/autumn_000022.jpg,train,autumn,train,55,0,train__autumn
sample_00008095,data/processed/nico/autumn/train/autumn_000023.jpg,train,autumn,train,55,0,train__autumn
sample_00008096,data/processed/nico/autumn/train/autumn_000024.jpg,train,autumn,train,55,0,train__autumn
sample_00008097,data/processed/nico/autumn/train/autumn_000025.jpg,train,autumn,train,55,0,train__autumn
sample_00008099,data/processed/nico/autumn/train/autumn_000027.jpg,train,autumn,train,55,0,train__autumn
sample_00008100,data/processed/nico/autumn/train/autumn_000028.jpg,train,autumn,train,55,0,train__autumn
sample_00008101,data/processed/nico/autumn/train/autumn_000029.jpg,train,autumn,train,55,0,train__autumn
sample_00008103,data/processed/nico/autumn/train/autumn_000031.jpg,train,autumn,train,55,0,train__autumn
sample_00008104,data/processed/nico/autumn/train/autumn_000032.jpg,train,autumn,train,55,0,train__autumn
sample_00008108,data/processed/nico/autumn/train/autumn_000036.jpg,train,autumn,train,55,0,train__autumn
sample_00008109,data/processed/nico/autumn/train/autumn_000037.jpg,train,autumn,train,55,0,train__autumn
sample_00008110,data/processed/nico/autumn/train/autumn_000038.jpg,train,autumn,train,55,0,train__autumn
sample_00008111,data/processed/nico/autumn/train/autumn_000039.jpg,train,autumn,train,55,0,train__autumn
sample_00008113,data/processed/nico/autumn/train/autumn_000041.jpg,train,autumn,train,55,0,train__autumn
sample_00008114,data/processed/nico/autumn/train/autumn_000042.jpg,train,autumn,train,55,0,train__autumn
sample_00008116,data/processed/nico/autumn/train/autumn_000044.jpg,train,autumn,train,55,0,train__autumn
sample_00008117,data/processed/nico/autumn/train/autumn_000045.jpg,train,autumn,train,55,0,train__autumn
sample_00008118,data/processed/nico/autumn/train/autumn_000046.jpg,train,autumn,train,55,0,train__autumn
sample_00008119,data/processed/nico/autumn/train/autumn_000047.jpg,train,autumn,train,55,0,train__autumn
sample_00008121,data/processed/nico/autumn/train/autumn_000049.jpg,train,autumn,train,55,0,train__autumn
sample_00008122,data/processed/nico/autumn/train/autumn_000050.jpg,train,autumn,train,55,0,train__autumn
sample_00008123,data/processed/nico/autumn/train/autumn_000051.jpg,train,autumn,train,55,0,train__autumn
sample_00008124,data/processed/nico/autumn/train/autumn_000052.jpg,train,autumn,train,55,0,train__autumn
sample_00008128,data/processed/nico/autumn/train/autumn_000056.jpg,train,autumn,train,55,0,train__autumn
sample_00008129,data/processed/nico/autumn/train/autumn_000057.jpg,train,autumn,train,55,0,train__autumn
sample_00008130,data/processed/nico/autumn/train/autumn_000058.jpg,train,autumn,train,55,0,train__autumn
sample_00008131,data/processed/nico/autumn/train/autumn_000059.jpg,train,autumn,train,55,0,train__autumn
sample_00008133,data/processed/nico/autumn/train/autumn_000061.jpg,train,autumn,train,55,0,train__autumn
sample_00008134,data/processed/nico/autumn/train/autumn_000062.jpg,train,autumn,train,55,0,train__autumn
sample_00008136,data/processed/nico/autumn/train/autumn_000064.jpg,train,autumn,train,55,0,train__autumn
sample_00008138,data/processed/nico/autumn/train/autumn_000066.jpg,train,autumn,train,55,0,train__autumn
sample_00008139,data/processed/nico/autumn/train/autumn_000067.jpg,train,autumn,train,55,0,train__autumn
sample_00008140,data/processed/nico/autumn/train/autumn_000068.jpg,train,autumn,train,55,0,train__autumn
sample_00008144,data/processed/nico/autumn/train/autumn_000072.jpg,train,autumn,train,55,0,train__autumn
sample_00008145,data/processed/nico/autumn/train/autumn_000073.jpg,train,autumn,train,55,0,train__autumn
sample_00008146,data/processed/nico/autumn/train/autumn_000074.jpg,train,autumn,train,55,0,train__autumn
sample_00008147,data/processed/nico/autumn/train/autumn_000075.jpg,train,autumn,train,55,0,train__autumn
sample_00008148,data/processed/nico/autumn/train/autumn_000076.jpg,train,autumn,train,55,0,train__autumn
sample_00008150,data/processed/nico/autumn/train/autumn_000078.jpg,train,autumn,train,55,0,train__autumn
sample_00008151,data/processed/nico/autumn/train/autumn_000079.jpg,train,autumn,train,55,0,train__autumn
sample_00008153,data/processed/nico/autumn/train/autumn_000081.jpg,train,autumn,train,55,0,train__autumn
sample_00008154,data/processed/nico/autumn/train/autumn_000082.jpg,train,autumn,train,55,0,train__autumn
sample_00008155,data/processed/nico/autumn/train/autumn_000083.jpg,train,autumn,train,55,0,train__autumn
sample_00008157,data/processed/nico/autumn/train/autumn_000085.jpg,train,autumn,train,55,0,train__autumn
sample_00008159,data/processed/nico/autumn/train/autumn_000087.jpg,train,autumn,train,55,0,train__autumn
sample_00008161,data/processed/nico/autumn/train/autumn_000089.jpg,train,autumn,train,55,0,train__autumn
sample_00008162,data/processed/nico/autumn/train/autumn_000090.jpg,train,autumn,train,55,0,train__autumn
sample_00008163,data/processed/nico/autumn/train/autumn_000091.jpg,train,autumn,train,55,0,train__autumn
sample_00008165,data/processed/nico/autumn/train/autumn_000093.jpg,train,autumn,train,55,0,train__autumn
sample_00008166,data/processed/nico/autumn/train/autumn_000094.jpg,train,autumn,train,55,0,train__autumn
sample_00008167,data/processed/nico/autumn/train/autumn_000095.jpg,train,autumn,train,55,0,train__autumn
sample_00008170,data/processed/nico/autumn/train/autumn_000098.jpg,train,autumn,train,55,0,train__autumn
sample_00008172,data/processed/nico/autumn/train/autumn_000100.jpg,train,autumn,train,55,0,train__autumn
sample_00008173,data/processed/nico/autumn/train/autumn_000101.jpg,train,autumn,train,55,0,train__autumn
sample_00008174,data/processed/nico/autumn/train/autumn_000102.jpg,train,autumn,train,55,0,train__autumn
sample_00008175,data/processed/nico/autumn/train/autumn_000103.jpg,train,autumn,train,55,0,train__autumn
sample_00008176,data/processed/nico/autumn/train/autumn_000104.jpg,train,autumn,train,55,0,train__autumn
sample_00008177,data/processed/nico/autumn/train/autumn_000105.jpg,train,autumn,train,55,0,train__autumn
sample_00008178,data/processed/nico/autumn/train/autumn_000106.jpg,train,autumn,train,55,0,train__autumn
sample_00008181,data/processed/nico/autumn/train/autumn_000109.jpg,train,autumn,train,55,0,train__autumn
sample_00008183,data/processed/nico/autumn/train/autumn_000111.jpg,train,autumn,train,55,0,train__autumn
sample_00008184,data/processed/nico/autumn/train/autumn_000112.jpg,train,autumn,train,55,0,train__autumn
sample_00008186,data/processed/nico/autumn/train/autumn_000114.jpg,train,autumn,train,55,0,train__autumn
sample_00008187,data/processed/nico/autumn/train/autumn_000115.jpg,train,autumn,train,55,0,train__autumn
sample_00008188,data/processed/nico/autumn/train/autumn_000116.jpg,train,autumn,train,55,0,train__autumn
sample_00008189,data/processed/nico/autumn/train/autumn_000117.jpg,train,autumn,train,55,0,train__autumn
sample_00008190,data/processed/nico/autumn/train/autumn_000118.jpg,train,autumn,train,55,0,train__autumn
sample_00008192,data/processed/nico/autumn/train/autumn_000120.jpg,train,autumn,train,55,0,train__autumn
sample_00008193,data/processed/nico/autumn/train/autumn_000121.jpg,train,autumn,train,55,0,train__autumn
sample_00008194,data/processed/nico/autumn/train/autumn_000122.jpg,train,autumn,train,55,0,train__autumn
sample_00008195,data/processed/nico/autumn/train/autumn_000123.jpg,train,autumn,train,55,0,train__autumn
sample_00008196,data/processed/nico/autumn/train/autumn_000124.jpg,train,autumn,train,55,0,train__autumn
sample_00008197,data/processed/nico/autumn/train/autumn_000125.jpg,train,autumn,train,55,0,train__autumn
sample_00008201,data/processed/nico/autumn/train/autumn_000129.jpg,train,autumn,train,55,0,train__autumn
sample_00008202,data/processed/nico/autumn/train/autumn_000130.jpg,train,autumn,train,55,0,train__autumn
sample_00008203,data/processed/nico/autumn/train/autumn_000131.jpg,train,autumn,train,55,0,train__autumn
sample_00008206,data/processed/nico/autumn/train/autumn_000134.jpg,train,autumn,train,55,0,train__autumn
sample_00008207,data/processed/nico/autumn/train/autumn_000135.jpg,train,autumn,train,55,0,train__autumn
sample_00008208,data/processed/nico/autumn/train/autumn_000136.jpg,train,autumn,train,55,0,train__autumn
sample_00008209,data/processed/nico/autumn/train/autumn_000137.jpg,train,autumn,train,55,0,train__autumn
sample_00008210,data/processed/nico/autumn/train/autumn_000138.jpg,train,autumn,train,55,0,train__autumn
sample_00008212,data/processed/nico/autumn/train/autumn_000140.jpg,train,autumn,train,55,0,train__autumn
sample_00008213,data/processed/nico/autumn/train/autumn_000141.jpg,train,autumn,train,55,0,train__autumn
sample_00008215,data/processed/nico/autumn/train/autumn_000143.jpg,train,autumn,train,55,0,train__autumn
sample_00008216,data/processed/nico/autumn/train/autumn_000144.jpg,train,autumn,train,55,0,train__autumn
sample_00008218,data/processed/nico/autumn/train/autumn_000146.jpg,train,autumn,train,55,0,train__autumn
sample_00008219,data/processed/nico/autumn/train/autumn_000147.jpg,train,autumn,train,55,0,train__autumn
sample_00008222,data/processed/nico/autumn/train/autumn_000150.jpg,train,autumn,train,55,0,train__autumn
sample_00008223,data/processed/nico/autumn/train/autumn_000151.jpg,train,autumn,train,55,0,train__autumn
sample_00008225,data/processed/nico/autumn/train/autumn_000153.jpg,train,autumn,train,55,0,train__autumn
sample_00008227,data/processed/nico/autumn/train/autumn_000155.jpg,train,autumn,train,55,0,train__autumn
sample_00008230,data/processed/nico/autumn/train/autumn_000158.jpg,train,autumn,train,55,0,train__autumn
sample_00008231,data/processed/nico/autumn/train/autumn_000159.jpg,train,autumn,train,55,0,train__autumn
sample_00008234,data/processed/nico/autumn/train/autumn_000162.jpg,train,autumn,train,55,0,train__autumn
sample_00008235,data/processed/nico/autumn/train/autumn_000163.jpg,train,autumn,train,55,0,train__autumn
sample_00008236,data/processed/nico/autumn/train/autumn_000164.jpg,train,autumn,train,55,0,train__autumn
sample_00008238,data/processed/nico/autumn/train/autumn_000166.jpg,train,autumn,train,55,0,train__autumn
sample_00008239,data/processed/nico/autumn/train/autumn_000167.jpg,train,autumn,train,55,0,train__autumn
sample_00008242,data/processed/nico/autumn/train/autumn_000170.jpg,train,autumn,train,55,0,train__autumn
sample_00008243,data/processed/nico/autumn/train/autumn_000171.jpg,train,autumn,train,55,0,train__autumn
sample_00008246,data/processed/nico/autumn/train/autumn_000174.jpg,train,autumn,train,55,0,train__autumn
sample_00008247,data/processed/nico/autumn/train/autumn_000175.jpg,train,autumn,train,55,0,train__autumn
sample_00008251,data/processed/nico/autumn/train/autumn_000179.jpg,train,autumn,train,55,0,train__autumn
sample_00008252,data/processed/nico/autumn/train/autumn_000180.jpg,train,autumn,train,55,0,train__autumn
sample_00008253,data/processed/nico/autumn/train/autumn_000181.jpg,train,autumn,train,55,0,train__autumn
sample_00008255,data/processed/nico/autumn/train/autumn_000183.jpg,train,autumn,train,55,0,train__autumn
sample_00008256,data/processed/nico/autumn/train/autumn_000184.jpg,train,autumn,train,55,0,train__autumn
sample_00008257,data/processed/nico/autumn/train/autumn_000185.jpg,train,autumn,train,55,0,train__autumn
sample_00008258,data/processed/nico/autumn/train/autumn_000186.jpg,train,autumn,train,55,0,train__autumn
sample_00008260,data/processed/nico/autumn/train/autumn_000188.jpg,train,autumn,train,55,0,train__autumn
sample_00008262,data/processed/nico/autumn/train/autumn_000190.jpg,train,autumn,train,55,0,train__autumn
sample_00008264,data/processed/nico/autumn/train/autumn_000192.jpg,train,autumn,train,55,0,train__autumn
sample_00008265,data/processed/nico/autumn/train/autumn_000193.jpg,train,autumn,train,55,0,train__autumn
sample_00008267,data/processed/nico/autumn/train/autumn_000195.jpg,train,autumn,train,55,0,train__autumn
sample_00008269,data/processed/nico/autumn/train/autumn_000197.jpg,train,autumn,train,55,0,train__autumn
sample_00008270,data/processed/nico/autumn/train/autumn_000198.jpg,train,autumn,train,55,0,train__autumn
sample_00008271,data/processed/nico/autumn/train/autumn_000199.jpg,train,autumn,train,55,0,train__autumn
sample_00008274,data/processed/nico/autumn/train/autumn_000202.jpg,train,autumn,train,55,0,train__autumn
sample_00008275,data/processed/nico/autumn/train/autumn_000203.jpg,train,autumn,train,55,0,train__autumn
sample_00008276,data/processed/nico/autumn/train/autumn_000204.jpg,train,autumn,train,55,0,train__autumn
sample_00008279,data/processed/nico/autumn/train/autumn_000207.jpg,train,autumn,train,55,0,train__autumn
sample_00008281,data/processed/nico/autumn/train/autumn_000209.jpg,train,autumn,train,55,0,train__autumn
sample_00008282,data/processed/nico/autumn/train/autumn_000210.jpg,train,autumn,train,55,0,train__autumn
sample_00008283,data/processed/nico/autumn/train/autumn_000211.jpg,train,autumn,train,55,0,train__autumn
